                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                   1.19,                  1.176,                 1.2766,                 0.6346,                0.32195,                0.34726,                0.16304,                    nan,                    nan,                    nan,             2.8572e-06,             2.8572e-06,             2.8572e-06
                    146,                 1.1712,                 1.1618,                 1.2666,                0.63507,                0.32299,                0.34445,                0.16207,                    nan,                    nan,                    nan,             2.8072e-06,             2.8072e-06,             2.8072e-06
                    147,                 1.1629,                 1.1675,                  1.276,                0.60054,                 0.3388,                0.34814,                0.16311,                    nan,                    nan,                    nan,             2.7573e-06,             2.7573e-06,             2.7573e-06
                    148,                 1.2248,                 1.2039,                 1.2905,                0.65292,                0.32291,                0.34576,                0.16269,                    nan,                    nan,                    nan,             2.7073e-06,             2.7073e-06,             2.7073e-06
                    149,                 1.1846,                 1.1815,                 1.2875,                0.57447,                0.33797,                0.33949,                0.16117,                    nan,                    nan,                    nan,             2.6574e-06,             2.6574e-06,             2.6574e-06
                    150,                 1.1937,                 1.1732,                 1.2777,                0.63557,                 0.3306,                0.34224,                0.16033,                    nan,                    nan,                    nan,             2.6074e-06,             2.6074e-06,             2.6074e-06
                    151,                 1.1918,                 1.1693,                 1.2782,                0.65823,                0.31535,                0.34577,                0.16167,                    nan,                    nan,                    nan,             2.5575e-06,             2.5575e-06,             2.5575e-06
                    152,                 1.1678,                 1.1476,                 1.2672,                0.58737,                0.35029,                0.34927,                0.16595,                    nan,                    nan,                    nan,             2.5075e-06,             2.5075e-06,             2.5075e-06
                    153,                  1.168,                 1.2141,                 1.2767,                0.59533,                 0.3388,                0.34709,                0.16475,                    nan,                    nan,                    nan,             2.4576e-06,             2.4576e-06,             2.4576e-06
                    154,                  1.151,                  1.145,                   1.27,                0.57068,                0.35967,                0.34581,                0.16428,                    nan,                    nan,                    nan,             2.4076e-06,             2.4076e-06,             2.4076e-06
                    155,                 1.1706,                 1.1561,                 1.2824,                0.54944,                0.35967,                0.34224,                0.16411,                    nan,                    nan,                    nan,             2.3576e-06,             2.3576e-06,             2.3576e-06
                    156,                 1.1546,                 1.1692,                 1.2666,                0.54667,                0.35604,                0.34116,                0.16141,                    nan,                    nan,                    nan,             2.3077e-06,             2.3077e-06,             2.3077e-06
                    157,                 1.1612,                 1.1504,                 1.2765,                0.58296,                0.33305,                0.33582,                0.15764,                    nan,                    nan,                    nan,             2.2578e-06,             2.2578e-06,             2.2578e-06
                    158,                 1.1923,                 1.1618,                 1.2825,                0.64451,                0.32485,                0.34109,                0.15951,                    nan,                    nan,                    nan,             2.2078e-06,             2.2078e-06,             2.2078e-06
                    159,                 1.1731,                 1.1475,                 1.2775,                0.59972,                0.34455,                0.35102,                  0.161,                    nan,                    nan,                    nan,             2.1579e-06,             2.1579e-06,             2.1579e-06
                    160,                 1.1596,                  1.144,                 1.2641,                0.66352,                0.32596,                0.35043,                0.16355,                    nan,                    nan,                    nan,             2.1079e-06,             2.1079e-06,             2.1079e-06
                    161,                 1.1592,                 1.1608,                 1.2724,                0.55902,                0.33911,                0.33736,                0.15965,                    nan,                    nan,                    nan,             2.0579e-06,             2.0579e-06,             2.0579e-06
                    162,                   1.16,                 1.1459,                 1.2645,                0.55624,                0.35852,                0.34993,                0.16019,                    nan,                    nan,                    nan,              2.008e-06,              2.008e-06,              2.008e-06
                    163,                 1.1974,                 1.1549,                 1.2821,                0.63538,                0.31969,                0.33828,                0.15981,                    nan,                    nan,                    nan,              1.958e-06,              1.958e-06,              1.958e-06
                    164,                  1.168,                 1.1513,                 1.2698,                0.57967,                0.34856,                0.34622,                0.15857,                    nan,                    nan,                    nan,             1.9081e-06,             1.9081e-06,             1.9081e-06
                    165,                 1.1713,                 1.1647,                  1.272,                0.56618,                0.35429,                0.34667,                0.16198,                    nan,                    nan,                    nan,             1.8582e-06,             1.8582e-06,             1.8582e-06
                    166,                 1.1748,                 1.1456,                 1.2717,                0.54573,                0.34455,                0.34333,                0.16145,                    nan,                    nan,                    nan,             1.8082e-06,             1.8082e-06,             1.8082e-06
                    167,                 1.1574,                 1.1561,                 1.2617,                0.57583,                0.34053,                0.34167,                0.16135,                    nan,                    nan,                    nan,             1.7583e-06,             1.7583e-06,             1.7583e-06
                    168,                 1.1865,                 1.1767,                 1.2784,                0.54659,                0.36407,                0.35119,                0.16109,                    nan,                    nan,                    nan,             1.7083e-06,             1.7083e-06,             1.7083e-06
                    169,                 1.1739,                 1.1345,                 1.2728,                0.62892,                0.33713,                0.34784,                 0.1591,                    nan,                    nan,                    nan,             1.6584e-06,             1.6584e-06,             1.6584e-06
                    170,                 1.1679,                 1.1431,                  1.265,                0.63797,                0.32769,                0.34478,                0.16337,                    nan,                    nan,                    nan,             1.6084e-06,             1.6084e-06,             1.6084e-06
                    171,                 1.1944,                 1.1707,                 1.2837,                0.62014,                0.32195,                0.34354,                0.16241,                    nan,                    nan,                    nan,             1.5585e-06,             1.5585e-06,             1.5585e-06
                    172,                 1.1623,                  1.141,                 1.2713,                 0.6538,                0.33243,                 0.3542,                0.16243,                    nan,                    nan,                    nan,             1.5085e-06,             1.5085e-06,             1.5085e-06
                    173,                   1.16,                 1.1312,                 1.2568,                0.61517,                0.33316,                0.35406,                0.16282,                    nan,                    nan,                    nan,             1.4586e-06,             1.4586e-06,             1.4586e-06
                    174,                 1.2029,                 1.1754,                 1.2862,                0.55392,                0.34781,                0.34202,                0.15926,                    nan,                    nan,                    nan,             1.4086e-06,             1.4086e-06,             1.4086e-06
                    175,                 1.1525,                 1.1421,                 1.2619,                 0.5377,                 0.3614,                0.35024,                0.16063,                    nan,                    nan,                    nan,             1.3587e-06,             1.3587e-06,             1.3587e-06
                    176,                 1.1814,                 1.1686,                 1.2805,                0.52439,                0.36208,                0.34409,                 0.1586,                    nan,                    nan,                    nan,             1.3087e-06,             1.3087e-06,             1.3087e-06
                    177,                 1.1681,                 1.1512,                 1.2728,                0.59288,                0.33405,                0.34757,                0.16086,                    nan,                    nan,                    nan,             1.2588e-06,             1.2588e-06,             1.2588e-06
                    178,                 1.1823,                 1.1528,                 1.2746,                0.61677,                0.32195,                0.34126,                0.16174,                    nan,                    nan,                    nan,             1.2088e-06,             1.2088e-06,             1.2088e-06
                    179,                 1.1585,                 1.1401,                 1.2677,                0.63303,                0.31528,                0.34217,                0.16138,                    nan,                    nan,                    nan,             1.1588e-06,             1.1588e-06,             1.1588e-06
                    180,                 1.1761,                 1.1617,                 1.2756,                0.64652,                0.32021,                0.34441,                0.16184,                    nan,                    nan,                    nan,             1.1089e-06,             1.1089e-06,             1.1089e-06
                    181,                 1.1543,                 1.1335,                 1.2677,                0.66717,                0.31485,                0.34337,                0.16128,                    nan,                    nan,                    nan,              1.059e-06,              1.059e-06,              1.059e-06
                    182,                 1.1501,                 1.1485,                 1.2636,                0.57564,                0.33478,                0.33863,                  0.161,                    nan,                    nan,                    nan,              1.009e-06,              1.009e-06,              1.009e-06
                    183,                 1.1605,                  1.152,                  1.264,                0.61993,                 0.3162,                0.33401,                 0.1601,                    nan,                    nan,                    nan,             9.5905e-07,             9.5905e-07,             9.5905e-07
                    184,                 1.1726,                 1.1399,                 1.2767,                0.56393,                0.34616,                0.34531,                0.16049,                    nan,                    nan,                    nan,              9.091e-07,              9.091e-07,              9.091e-07
                    185,                 1.1491,                 1.1355,                 1.2556,                0.57603,                0.35029,                0.35198,                0.16228,                    nan,                    nan,                    nan,             8.5915e-07,             8.5915e-07,             8.5915e-07
                    186,                 1.1911,                 1.1692,                 1.2728,                0.57893,                0.35022,                0.35178,                 0.1633,                    nan,                    nan,                    nan,              8.092e-07,              8.092e-07,              8.092e-07
                    187,                 1.1814,                 1.1475,                 1.2885,                0.60438,                0.33961,                0.35037,                0.16153,                    nan,                    nan,                    nan,             7.5925e-07,             7.5925e-07,             7.5925e-07
                    188,                 1.1659,                 1.1625,                 1.2712,                0.60443,                0.33851,                0.35023,                0.16286,                    nan,                    nan,                    nan,              7.093e-07,              7.093e-07,              7.093e-07
                    189,                  1.161,                 1.1387,                 1.2703,                0.57982,                0.32998,                0.34113,                0.16192,                    nan,                    nan,                    nan,             6.5935e-07,             6.5935e-07,             6.5935e-07
                    190,                 1.1898,                 1.1413,                 1.2744,                0.64607,                0.30737,                0.34034,                0.16111,                    nan,                    nan,                    nan,              6.094e-07,              6.094e-07,              6.094e-07
